id,words,counts
7699,disclaimer,1
7700,gehe,1
7701,auerhalb,1
7702,deutscher,1
7703,bundestagfuck,1
7704,julian,8
7705,rational,1
7706,luc,1
7707,routine,1
7708,moisturise,1
7709,manipulative,1
7710,crates,1
7711,acton,1
7712,curious,1
7713,bf,2
7714,cook,1
7715,opinions,1
7716,subjects,2
7717,youseen,1
7718,aaaaaages,1
7719,vier,1
7720,jahre,1
7721,madeinl,1
7722,sec,1
7723,demokratie,1
7724,diesen,1
7725,radikalen,1
7726,kaputt,1
7727,kongress,1
7728,jul,1
7729,entrepreneur,1
7730,session,6
7731,founder,1
7732,curtains,1
7733,m8,1
7734,cartesian,1
7735,punk,1
7736,helen,1
7737,worldleading,1
7738,syste,1
7739,spreading,6
7740,sadder,3
7741,httpstco0eac,1
7742,understandable,1
7743,fill,2
7744,translate,1
7745,colloquially,1
7746,borrows,1
7747,swear,1
7748,shitstorm,1
7749,features,2
7750,grten,1
7751,rassistischen,1
7752,awfully,1
7753,174m,1
7754,445m,1
7755,kein,1
7756,fleisch,1
7757,bitte,1
7758,langsam,1
7759,offtopic,1
7760,bush,2
7761,fueled,1
7762,deepest,2
7763,darkest,1
7764,hub,3
7765,preparations,2
7766,regrets,1
7767,cambridge,5
7768,essentially,2
7769,goldman,2
7770,sachs,2
7771,fuckwittery,1
7772,haripr1,1
7773,dudes,3
7774,incongruent,1
7775,buzzwords,1
7776,altho,1
7777,mandelson,1
7778,repeated,1
7779,bday,1
7780,11pm,2
7781,deported,1
7782,expenses,1
7783,tortured,3
7784,dismissal,1
7785,smith,4
7786,deporting,1
7787,asylum,3
7788,seekers,2
7789,jacqui,1
7790,fawning,1
7791,documentary,1
7792,amended,1
7793,boards,1
7794,tranquilisers,1
7795,andor,1
7796,recruitment,2
7797,justifies,5
7798,rapethis,4
7799,nationals,2
7800,internati,1
7801,grown,3
7802,ass,4
7803,debt,11
7804,fut,1
7805,fuchs,1
7806,20bn,1
7807,60100bn,1
7808,infectious,1
7809,unique,2
7810,status,3
7811,undefi,1
7812,borgen,1
7813,birgitte,1
7814,annoyingly,1
7815,ands,2
7816,costumes,1
7817,2348,1
7818,volken,1
7819,mchtest,1
7820,bereinkunft,1
7821,einwanderungskontrolle,1
7822,einzige,1
7823,negative,2
7824,disrespect,1
7825,soldierswellhe,1
7826,signe,1
7827,sing,2
7828,sarah,2
7829,vine,1
7830,freelance,1
7831,none,4
7832,pledge,8
7833,spitzenkandidaten,1
7834,omnipotent,1
7835,commis,1
7836,untersttzer,1
7837,welle,1
7838,flchtlingewillkommen,1
7839,banneren,1
7840,parteifhrer,1
7841,briefly,3
7842,reverse,2
7843,dominoeffect,1
7844,division,3
7845,kent,1
7846,evangelism,1
7847,assemblies,1
7848,lessons,2
7849,partycan,1
7850,introduce,1
7851,screwed,5
7852,egos,1
7853,campaignsparties,1
7854,cackled,1
7855,fptp,5
7856,structures,1
7857,httpstcoim8aqq,1
7858,slid,1
7859,designer,2
7860,laptop,2
7861,macs,1
7862,mac,2
7863,corden,2
7864,carrie,2
7865,fisher,1
7866,recent,4
7867,payday,1
7868,iften,1
7869,compromisebut,1
7870,tutor,1
7871,brimming,1
7872,nerdy,1
7873,italyhttps,1
7874,activities,1
7875,doxxing,1
7876,grateful,4
7877,lifetime,5
7878,naughty,1
7879,cbomb,1
7880,pottymouth,1
7881,offends,1
7882,89,1
7883,probrexit,2
7884,manifesto,24
7885,witch,1
7886,describes,3
7887,hysteria,1
7888,taster,1
7889,nato,1
7890,httpstcoefkp1j,1
7891,basement,1
7892,embassy,2
7893,sonny,1
7894,httpstcoxyv9,1
7895,shade,1
7896,differ,1
7897,deluded,4
7898,beneath,1
7899,cage,1
7900,fearing,1
7901,btwn,1
7902,embarrassing,2
7903,continually,1
7904,httpstcoup,1
7905,links,2
7906,facedesk,1
7907,stunned,1
7908,trillion,1
7909,pounds,1
7910,gdp,2
7911,thelma,1
7912,louise,1
7913,monica,1
7914,lewinsky,1
7915,approvingly,1
7916,86,1
7917,nicholas,1
7918,soames,1
7919,hashtaghttps,1
7920,appreciated,1
7921,gyms,1
7922,asserting,1
7923,privatelyeducated,1
7924,stockbrokers,1
7925,backblow,1
7926,differentiate,1
7927,preserving,1
7928,prolonging,1
7929,gym,3
7930,hairdryer,1
7931,arseho,1
7932,skull,1
7933,henchmen,1
7934,pricksstill,1
7935,select,2
7936,driedup,1
7937,spunkbubble,1
7938,hurricane,1
7939,httpstcoyjf,1
7940,contained,1
7941,antinato,1
7942,schlielich,1
7943,entscheidet,1
7944,abzubrechen,1
7945,sollten,1
7946,hauptbedingung,1
7947,darin,1
7948,bestehen,1
7949,beizutreten,1
7950,350m,6
7951,centreleft,3
7952,wanting,4
7953,liste,1
7954,contribu,1
7955,batty,1
7956,revoke,1
7957,flagpole,1
7958,bdayi,1
7959,dipshit,1
7960,thieves,1
7961,vaccinating,2
7962,creep,2
7963,creeps,1
7964,twentysomethings,1
7965,threatens,2
7966,scumthe,1
7967,offthe,1
7968,muted,1
7969,bother,3
7970,needed,6
7971,punctuation,6
7972,fucknut,1
7973,denied,2
7974,crawley,1
7975,produce,3
7976,brightest,2
7977,sparks,1
7978,nipples,2
7979,chest,5
7980,warts,1
7981,erect,1
7982,hedgehog,1
7983,noses,1
7984,nightmare,2
7985,concept,6
7986,subfarage,2
7987,unsettling,1
7988,dictionarysubfarage,1
7989,nouna,1
7990,begging,3
7991,pity,1
7992,jaded,1
7993,abandoned,2
7994,demanded,3
7995,destabilise,1
7996,destabilising,1
7997,task,2
7998,unhelpful,1
7999,outsmarted,1
8000,detailed,1
8001,iran,1
8002,throttling,1
8003,roaming,1
8004,customers,2
8005,mall,1
8006,remote,4
8007,o2s,2
8008,prevented,3
8009,discs,1
8010,quiz,1
8011,replying,1
8012,tryi,1
8013,watched,3
8014,pirated,1
8015,movie,2
8016,314,1
8017,stars,3
8018,stereotypically,1
8019,feminine,1
8020,figh,1
8021,prinzip,1
8022,aktiven,1
8023,wahrnehmung,1
8024,interessen,1
8025,selfdeprecation,1
8026,minford,1
8027,beg,2
8028,heed,1
8029,cis,1
8030,cowards,4
8031,usa,2
8032,cowardice,2
8033,generational,1
8034,pursuing,1
8035,chuka,5
8036,peddled,1
8037,numerous,1
8038,triggering,2
8039,disgusting,4
8040,chilled,1
8041,fascist,9
8042,invent,1
8043,sodomy,1
8044,exceptionally,1
8045,vomitorium,1
8046,thin,1
8047,assurance,1
8048,culturally,1
8049,inherit,1
8050,wellargued,1
8051,piece,6
8052,httpstcoulmr,1
8053,straightacting,1
8054,believing,5
8055,vigorously,1
8056,enoughive,1
8057,hyperbolic,1
8058,dickbag,1
8059,amazed,1
8060,haranguing,1
8061,sooner,2
8062,realising,3
8063,wondered,3
8064,digging,2
8065,surname,1
8066,related,3
8067,distantly,1
8068,jfk,1
8069,relative,3
8070,declared,2
8071,undermining,1
8072,internal,3
8073,institutions,3
8074,rush,1
8075,sounding,2
8076,implemented,1
8077,erste,2
8078,homosexuelles,1
8079,erzhlt,1
8080,hier,1
8081,amtlich,1
8082,wurde,1
8083,uniquely,1
8084,mistakeamp,1
8085,colossal,1
8086,silly,9
8087,painting,1
8088,breath,1
8089,darling,2
8090,downright,2
8091,ruthless,1
8092,mouth,2
8093,stockman,1
8094,skills,3
8095,limit,4
8096,dickscrapes,1
8097,weinstein,1
8098,rightfully,1
8099,ostracized,1
8100,divorcing,1
8101,mieter,1
8102,vermieter,1
8103,kostenfreie,1
8104,mieterauskunft,1
8105,wishes,4
8106,41,1
8107,condone,1
8108,sterling,1
8109,explaining,5
8110,poppy,1
8111,angerwank,1
8112,oblige,1
8113,regret,2
8114,accidental,1
8115,terrible,2
8116,universal,1
8117,unemployment,1
8118,simon,2
8119,jenkins,2
8120,ongood,1
8121,wrapped,2
8122,hea,1
8123,lefties,2
8124,twist,1
8125,twisting,2
8126,required,4
8127,pet,2
8128,unambiguous,1
8129,taliban,1
8130,extremism,1
8131,httpstcoz1wfpkvs,1
8132,saved,2
8133,insisted,1
8134,ther,1
8135,jobsfirst,1
8136,achievable,1
8137,withdrawing,2
8138,paypal,9
8139,launderer,1
8140,discourage,1
8141,longerpaypal,1
8142,mafiame,1
8143,moneypaypal,1
8144,criminal,5
8145,pleasepaypal,1
8146,daysperson,1
8147,topaypal,1
8148,pleaspaypal,1
8149,exclusive,5
8150,charge,4
8151,withdrawals,1
8152,revealed,2
8153,pondlife,1
8154,attitude,3
8155,insinuations,1
8156,alarm,3
8157,bells,4
8158,ringing,1
8159,slur,8
8160,relevance,1
8161,unevidenced,1
8162,iserlohn,1
8163,fragrant,1
8164,bouquet,1
8165,firm,3
8166,dil,1
8167,n26,1
8168,subletting,1
8169,ideal,1
8170,adamturnbull,1
8171,giveaway,1
8172,peep,1
8173,howling,4
8174,divided,3
8175,shapps,1
8176,wankpuffin,2
8177,davies,3
8178,measures,1
8179,trailer,2
8180,unwell,1
8181,stab,1
8182,wound,1
8183,depressed,2
8184,sole,4
8185,tenet,2
8186,petty,1
8187,billions,1
8188,vcs,1
8189,racial,2
8190,prof,1
8191,lus,1
8192,dragon,1
8193,claimed,2
8194,indulge,1
8195,fg,1
8196,80s,2
8197,aids,2
8198,homosexuality,7
8199,wellintentioned,1
8200,macfarlane,1
8201,misogynist,4
8202,meg,1
8203,overworked,1
8204,stressed,2
8205,observations,1
8206,brexiles,1
8207,einwanderungsgesetz,1
8208,obergrenze,1
8209,struggle,8
8210,converse,1
8211,knowing,2
8212,200,3
8213,blurred,1
8214,goat,1
8215,lmaoo,1
8216,httpstcojtye1mrw,1
8217,anal,1
8218,douche,1
8219,kelvin,1
8220,walkway,1
8221,fave,1
8222,commented,1
8223,schwulen,1
8224,anbieten,1
8225,homophobische,1
8226,rathauschef,1
8227,gbye,1
8228,ostracism,1
8229,rejecting,1
8230,brexi,1
8231,50s,1
8232,divorced,1
8233,tinder,1
8234,pence,3
8235,marched,1
8236,virgina,1
8237,maimed,1
8238,las,2
8239,robinsons,1
8240,strengthen,2
8241,areas,3
8242,httpstcoxfydd1rl,1
8243,venomous,1
8244,ec,2
8245,guidelinesmandate,1
8246,documentshttpstcoxn,1
8247,astounding,2
8248,wealthiest,2
8249,smartest,1
8250,assessment,2
8251,arsonist,1
8252,judging,1
8253,abundantly,1
8254,homemade,1
8255,oven,1
8256,mud,2
8257,terrorrelated,1
8258,twas,2
8259,shaming,2
8260,abolishing,3
8261,subsidy,2
8262,repayment,4
8263,threshold,6
8264,boasted,1
8265,hike,1
8266,patience,2
8267,educate,1
8268,httpstco9wby3a,1
8269,mermaids,1
8270,subjected,1
8271,smear,1
8272,httpstcommx3c,1
8273,defining,3
8274,isis,3
8275,noted,1
8276,uptick,1
8277,radio,4
8278,imo,2
8279,merchant,1
8280,rates,3
8281,incantation,1
8282,systematic,2
8283,coverup,1
8284,conflated,1
8285,grammar,5
8286,inability,3
8287,discipline,1
8288,expectation,1
8289,gordon,2
8290,bottled,1
8291,inaccurate,1
8292,fallacious,1
8293,willfully,1
8294,painfully,1
8295,obtuse,1
8296,purposely,1
8297,academically,1
8298,dishonest,3
8299,childrenalso,1
8300,boooo,1
8301,therell,4
8302,compsci,2
8303,technical,1
8304,misusing,1
8305,wither,1
8306,evolution,1
8307,concepts,1
8308,interconnected,2
8309,networksinternet,1
8310,networks,1
8311,hauptversionsnummernerhhungsangst,1
8312,increasing,3
8313,ghoulish,1
8314,inadequates,1
8315,pocket,1
8316,cheques,1
8317,holly,1
8318,mayor,7
8319,preston,1
8320,existed,1
8321,barbaric,3
8322,girlfriend,2
8323,exemplars,1
8324,misery,2
8325,httpstcocy,1
8326,debunked,1
8327,keny,1
8328,luxury,2
8329,browser,1
8330,spectrum,1
8331,equip,1
8332,cell,2
8333,pink,1
8334,triangle,1
8335,roaring,1
8336,vacuous,1
8337,save,6
8338,putin,1
8339,america,2
8340,openly,2
8341,parking,1
8342,meter,1
8343,unfortunately,1
8344,carry,3
8345,exuberant,1
8346,yougovs,1
8347,sympathy,3
8348,productivity,1
8349,q2,1
8350,09,1
8351,gunnuts,1
8352,shooter,1
8353,indias,1
8354,highgrade,1
8355,httpstcogsojqbj,1
8356,prefer,5
8357,operating,1
8358,16gb,2
8359,includes,2
8360,trader,1
8361,httpstcoz69qfgm,1
8362,ausgezeichneter,1
8363,sei,1
8364,vorsichtig,1
8365,vale,2
8366,glamorgan,1
8367,exclusion,1
8368,sate,1
8369,curiosity,1
8370,latin,1
8371,spherical,1
8372,puzzles,1
8373,regionalpartei,1
8374,617,1
8375,bundesweit,1
8376,nimmt,1
8377,ihrer,1
8378,verfassungswidrigen,1
8379,ganzes,1
8380,geiselhaft,1
8381,6k,2
8382,leaflets,3
8383,loathing,1
8384,terrify,1
8385,unaffordable,1
8386,studen,1
8387,cuts,3
8388,rips,1
8389,posters,2
8390,cellar,1
8391,rudderless,1
8392,ship,1
8393,heading,2
8394,occurrences,1
8395,grylls,1
8396,coe,1
8397,contest,4
8398,bungle,1
8399,zip,1
8400,truth,4
8401,hurts,2
8402,fools,1
8403,owls,1
8404,mildly,3
8405,vampire,1
8406,buffy,1
8407,approve,2
8408,protocol,1
8409,pse,1
8410,woefully,1
8411,cinch,1
8412,feckin,2
8413,verse,1
8414,celine,1
8415,dions,1
8416,walls,2
8417,wearily,1
8418,foreigner,2
8419,indulges,1
8420,1m,1
8421,volunteer,2
8422,phillip,2
8423,barelydisguised,1
8424,element,3
8425,rope,1
8426,antifascist,1
8427,utopia,2
8428,1million,1
8429,preempting,1
8430,toss,2
8431,intra,1
8432,controlling,1
8433,twoparty,1
8434,squeeze,1
8435,tactical,9
8436,rise,4
8437,reich,1
8438,46,2
8439,poc,2
8440,addicted,1
8441,substancesawaits,1
8442,applause,2
8443,persons,4
8444,coughi,1
8445,insanity,1
8446,httpstcoxomptieg,1
8447,chairman,1
8448,libya,1
8449,cents,1
8450,litre,1
8451,aspect,1
8452,cheapest,1
8453,items,2
8454,reboot,1
8455,vying,1
8456,succeed,2
8457,fuckwombles,1
8458,lau,1
8459,tolerate,2
8460,nonetheless,1
8461,gloat,1
8462,2005,3
8463,lee,3
8464,nelson,2
8465,sacha,1
8466,baron,1
8467,cohen,1
8468,afternoon,3
8469,nelso,1
8470,lynne,2
8471,dodged,1
8472,te,1
8473,childcare,1
8474,shamed,3
8475,successes,1
8476,128,1
8477,shooters,1
8478,johnson,6
8479,clearing,1
8480,barcelona,2
8481,20s,3
8482,robbing,1
8483,speechwriters,1
8484,plagiarising,1
8485,httpstcofgs,1
8486,violently,1
8487,30000,1
8488,okay,1
8489,photograph,2
8490,extraordinaire,1
8491,mccurry,1
8492,richest,2
8493,promises,5
8494,meaningless,4
8495,packet,1
8496,condoms,1
8497,shoots,1
8498,600,2
8499,mad,4
8500,peacefully,1
8501,harming,2
8502,praised,1
8503,tossed,1
8504,towels,1
8505,puerto,1
8506,rico,1
8507,burden,1
8508,extrabad,1
8509,rebel,1
8510,backbenches,2
8511,summary,4
8512,liam,2
8513,taxpayers,3
8514,incompetence,2
8515,cloud,1
8516,firestore,1
8517,sync,1
8518,query,1
8519,morgen,1
8520,vendetta,1
8521,elsewhere,6
8522,reesmoggs,1
8523,crecy,1
8524,agincourt,1
8525,illiterates,1
8526,satisfying,1
8527,lights,1
8528,71556561,1
8529,hitting,2
8530,grass,1
8531,stem,3
8532,falling,2
8533,revelation,1
8534,creature,1
8535,incapable,1
8536,empathy,2
8537,drops,1
8538,handles,1
8539,customer,2
8540,sms,1
8541,condemns,1
8542,intervening,1
8543,leadsom,2
8544,confidence,4
8545,35139,1
8546,4floor,1
8547,plinth,1
8548,gargoyle,1
8549,failures,2
8550,damaginggt,1
8551,judds,1
8552,pecks,1
8553,previously,1
8554,descend,1
8555,saddening,1
8556,resolution,1
8557,condemning,2
8558,gesagt,1
8559,listing,2
8560,twista,1
8561,womans,1
8562,earphones,1
8563,fast3,1
8564,attitud,1
8565,negotiators,1
8566,noteson,1
8567,notes,3
8568,negotiatorsa,1
8569,twatbaskets,1
8570,eastasia,1
8571,startupjobs,1
8572,refactoring,1
8573,faved,1
8574,6pm,1
8575,module,2
8576,dedicated,1
8577,fishing,2
8578,despair,3
8579,clima,1
8580,hearts,3
8581,objects,2
8582,whowow,1
8583,insidedoctor,1
8584,potus,2
8585,reader,1
8586,pampering,1
8587,paisleys,1
8588,voices,1
8589,blacked,1
8590,appeared,2
8591,jodie,3
8592,whittaker,3
8593,correctness,1
8594,concerning,1
8595,heat,2
8596,knife,3
8597,microwave,1
8598,womenok,1
8599,maleled,1
8600,sipping,2
8601,cyber,1
8602,shell,5
8603,battling,1
8604,floods,1
8605,bombard,1
8606,bik,1
8607,joy,2
8608,onlines,1
8609,servers,1
8610,melt,1
8611,puddle,1
8612,absurd,1
8613,54,2
8614,incarnations,1
8615,whovians,1
8616,thirteenth,1
8617,damp,1
8618,squid,1
8619,several,1
8620,indifferent,4
8621,execute,1
8622,ppl,2
8623,incl,2
8624,juveniles,1
8625,urg,1
8626,ambition,1
8627,deceive,1
8628,ut,1
8629,exact,2
8630,republicans,4
8631,sentences,1
8632,acid,3
8633,rescue,2
8634,bird,1
8635,handy,2
8636,guide,2
8637,recordstony,1
8638,0,3
8639,hufflepuffs,1
8640,delude,1
8641,gr,1
8642,ke,1
8643,magazines,1
8644,teenagers,1
8645,framed,1
8646,poster,4
8647,pain,2
8648,visibly,1
8649,tard,1
8650,cried,1
8651,shecome,1
8652,babyhe,1
8653,neighbors,1
8654,awayshe,1
8655,announces,2
8656,crackdown,1
8657,highs,1
8658,highrises,1
8659,victimless,1
8660,recruiter,1
8661,alive,1
8662,gutter,1
8663,patronising,2
8664,snapshot,1
8665,fro,2
8666,reichstag,1
8667,ico,4
8668,overs,1
8669,handling,2
8670,foi,3
8671,handwriting,1
8672,mine2,1
8673,van,2
8674,1amp2,1
8675,inglourious,1
8676,basterds,1
8677,whi,1
8678,bothering,3
8679,rank,1
8680,linkin,1
8681,hahahaha,1
8682,burgon,1
8683,reeves,1
8684,pineapple,4
8685,michendorf,1
8686,genshagen,1
8687,beckum,1
8688,salzuflen,1
8689,hannover,1
8690,spice,2
8691,singles,1
8692,potatoes,1
8693,onions,1
8694,garlic,1
8695,parsnips,1
8696,bloomsbury,1
8697,savage,2
8698,patrick,2
8699,domesday,1
8700,notepad,1
8701,biting,2
8702,nails,1
8703,habit,2
8704,bite,1
8705,imposed,2
8706,fiiiiiine,1
8707,fascination,1
8708,stone,1
8709,joked,1
8710,paddy,2
8711,ashdown,1
8712,ejaculate,1
8713,separately,1
8714,sings,1
8715,auditioned,1
8716,juicy,1
8717,virginity,1
8718,recognising,1
8719,cllr,7
8720,brenda,1
8721,blethyn,1
8722,contd,1
8723,christopher,2
8724,cert,1
8725,raf,1
8726,hospital,1
8727,soil,1
8728,attentionseeking,1
8729,fuckerytocome,1
8730,scrolled,1
8731,clicking,1
8732,hundred,2
8733,fifty,1
8734,coxs,1
8735,murderer,1
8736,illegitimate,2
8737,governance,1
8738,equipped,1
8739,rampant,1
8740,justified,1
8741,microcosm,1
8742,motive,2
8743,uncompassionate,1
8744,nullify,1
8745,oldham,1
8746,eamps,1
8747,shou,1
8748,committees,1
8749,fac,1
8750,murky,1
8751,territory,1
8752,duty,3
8753,nullified,1
8754,applied,2
8755,removing,1
8756,irks,1
8757,brexittrump,1
8758,principle,9
8759,paraphrased,2
8760,ensures,1
8761,hop,1
8762,markets,1
8763,officials,2
8764,invites,1
8765,dates,1
8766,buddy,1
8767,ashdjfkshsldkfhdks,1
8768,g20,2
8769,thatits,1
8770,countdownyoure,1
8771,lashes,1
8772,yrs,3
8773,blogging,1
8774,saudi,4
8775,arabia,2
8776,helphttpstcosacn76c,1
8777,cladding,3
8778,euratom,4
8779,hres,1
8780,438,1
8781,carbs,1
8782,protein,1
8783,launched,2
8784,suf,1
8785,usually,2
8786,murray,1
8787,amused,1
8788,casual,3
8789,farming,1
8790,tec,1
8791,manufacturing,2
8792,airlines,3
8793,portmanteau,2
8794,backpfeiffengesicht,1
8795,fist,1
8796,whatevs,1
8797,ided,1
8798,morns,1
8799,telegraph,1
8800,lists,2
8801,attracted,1
8802,drug,1
8803,learnings,1
8804,brgermeister,1
8805,clerics,1
8806,privileged,7
8807,unearned,1
8808,councils,2
8809,slow,1
8810,defend,8
8811,wind,2
8812,cornish,1
8813,pasty,1
8814,shitposting,1
8815,shave,1
8816,inaction,1
8817,emails,4
8818,selfrighteous,1
8819,lefty,2
8820,moralising,1
8821,smugly,1
8822,refill,1
8823,seal,1
8824,patch,1
8825,generic,1
8826,organise,2
8827,pride,16
8828,ahem,2
8829,beckhams,1
8830,spongers,1
8831,mu,1
8832,addiction,1
8833,bratwurst,1
8834,currywurst,1
8835,weigh,1
8836,gaynalysis,1
8837,warthogs,1
8838,backside,1
8839,jafar,1
8840,applies,2
8841,smash,1
8842,unhrc,4
8843,flagrant,1
8844,abuses,6
8845,manageable,2
8846,repa,1
8847,winds,1
8848,middleclass,5
8849,nus,6
8850,prioritise,1
8851,unintended,1
8852,fashioned,1
8853,rac,1
8854,nurse,1
8855,segregation,2
8856,mask,3
8857,undiplomatic,1
8858,proliferation,1
8859,hivaids,1
8860,manifestation,1
8861,religions,2
8862,forum,1
8863,reflection,1
8864,mirror,4
8865,grea,2
8866,shitemare,1
8867,scar,1
8868,slips,3
8869,arguably,1
8870,intentional,1
8871,baffling,1
8872,income,4
8873,raising,2
8874,wagons,1
8875,clusterfuck,2
8876,graduate,3
8877,45k,1
8878,speechless,1
8879,remark,1
8880,scientist,2
8881,expulsion,1
8882,apologist,1
8883,busted,1
8884,electionerm,1
8885,solo,1
8886,musical,2
8887,lonely,1
8888,praise,4
8889,cofe,3
8890,weapon,1
8891,corbynistas,7
8892,1992,2
8893,howard,6
8894,33verdict,1
8895,resignsseats,1
8896,30verdict,1
8897,magical,1
8898,antihistamines,1
8899,mixed,4
8900,boo,5
8901,eyebrow,1
8902,booed,2
8903,drags,1
8904,measure,2
8905,adoption,1
8906,cps,3
8907,decriminalisation,1
8908,equalisation,1
8909,aboc,1
8910,justify,5
8911,booing,1
8912,grief,3
8913,clearest,1
8914,teas,1
8915,poisoned,1
8916,determination,2
8917,rolodex,1
8918,backs,4
8919,systematically,2
8920,decadesis,1
8921,booe,1
8922,weirdly,1
8923,neutron,1
8924,loach,1
8925,setup,1
8926,undermine,1
8927,ed,7
8928,millionaire,1
8929,lumpen,1
8930,prole,1
8931,knuckles,1
8932,communist,1
8933,impactcarry,1
8934,canterbury,2
8935,applications,1
8936,probl,1
8937,ladies,2
8938,yea,2
8939,gillianme,1
8940,gillian,2
8941,inspirational,1
8942,unrealistic,1
8943,simplest,2
8944,compliment,1
8945,adjectives,1
8946,coworkers,1
8947,observer,1
8948,stark,2
8949,mansplaining,2
8950,style,1
8951,eyeroll,1
8952,recipe,1
8953,2077,1
8954,httpstcoy2sy79d,1
8955,celebrating,2
8956,unites,1
8957,iirc,1
8958,exmuslims,1
8959,duke,1
8960,wellington,1
8961,deserved,1
8962,prideinl,1
8963,marching,4
8964,shortly,1
8965,filtered,1
8966,strength,5
8967,infowristband,1
8968,drivers,1
8969,parcel,1
8970,delivered,2
8971,bold,1
8972,lynette,1
8973,repealing,1
8974,signal,2
8975,infuriating,1
8976,datehim,1
8977,ya,1
8978,clutching,1
8979,wealthy,4
8980,hosts,1
8981,friendship,2
8982,communicate,1
8983,argh,1
8984,removes,1
8985,hyphen,1
8986,fiiiiiiiinekrugereffec,1
8987,dunningkruger,1
8988,innit,1
8989,topic,3
8990,250,1
8991,wiwo,1
8992,fb,2
8993,ded,1
8994,humanities,1
8995,cycle,1
8996,landmark,1
8997,cablegate,1
8998,whitemansplaining,1
8999,enter,2
9000,torieslabours,1
9001,mission,2
9002,vulgar,2
9003,renewal,2
9004,herrklren,1
9005,wiw,1
9006,grow,2
9007,149,1
9008,104,1
9009,drowning,2
9010,livid,4
9011,fabricates,1
9012,trail,3
9013,firing,1
9014,storyantisocial,1
9015,github,1
9016,rancid,1
9017,angle,1
9018,exgirlfriends,1
9019,dogs,1
9020,exowner,1
9021,poorer,7
9022,deterred,1
9023,tribalism,2
9024,covers,1
9025,comprehensively,1
9026,linkedin,1
9027,recruiters,4
9028,deselections,1
9029,scrap,4
9030,trident,4
9031,guillotined,1
9032,maths,1
9033,vid,2
9034,corbynista,4
9035,earn,4
9036,22k,3
9037,incentives,1
9038,absolving,2
9039,decisions,1
9040,unfit,1
9041,adding,2
9042,unw,1
9043,malady,1
9044,surpris,1
9045,codes,1
9046,ability,2
9047,qualifications,2
9048,qualification,1
9049,judgement,2
9050,unhel,1
9051,duptories,1
9052,flippantly,2
9053,assign,1
9054,glee,1
9055,highearning,1
9056,simplistic,2
9057,backgrounds,3
9058,scrapping,4
9059,middleclassguilt,1
9060,reduce,4
9061,welloff,1
9062,pitiful,1
9063,grants,1
9064,mounting,1
9065,designing,1
9066,scratch,1
9067,middleupper,1
9068,30k,3
9069,earner,1
9070,animated,1
9071,diaries,1
9072,raqqa,1
9073,san,1
9074,francisco,1
9075,selftitled,1
9076,spuriously,1
9077,stigmatising,1
9078,spurious,1
9079,spotting,1
9080,backtracking,1
9081,diatribe,1
9082,trained,1
9083,anythi,1
9084,smugness,1
9085,blocks,4
9086,bosses,1
9087,capaldis,1
9088,replacement,2
9089,doct,1
9090,doncaster,2
9091,produces,1
9092,buses,1
